lat,lng,Prediction
36.8457,-121.5384,86.86
37.1095,-120.2349,25.67
33.889,-117.7714,86.29
34.1458,-118.8056,76.22
37.636,-122.1,81.02
33.2995,-115.9609,4.14
35.0364,-116.3797,9.92
34.3847,-118.5309,22.64
34.508,-119.2915,58.02
34.0448,-117.2503,85.72
38.7173,-122.9034,2.97
35.5765,-118.4764,42.99
37.9931,-122.2834,75.66
33.6909,-117.1849,48.74
41.7829,-123.0603,21.13
34.4382,-119.6286,2.23
37.6737,-122.1349,56.83
36.9049,-119.2962,26.79
38.1154,-121.4895,99.86
36.4797,-121.7324,77.91
35.4249,-119.0279,40.28
36.6056,-120.1898,15.02
37.6227,-120.7532,18.25
39.903,-120.759,96.34
34.4144,-119.8582,29.38
36.303,-119.637,8.27
39.1314,-123.1649,31.01
38.9691,-123.1173,73.13
34.399,-119.2976,73.18
37.9638,-122.5615,0.36
35.6431,-118.3103,83.93
33.7706,-117.2772,0.36
39.3703,-122.5445,60.85
37.0774,-120.1937,3.88
33.9147,-118.3476,78.68
38.0412,-119.1467,65.5
34.3962,-119.5117,44.72
38.9119,-122.6085,2.46
37.9777,-120.341,0.29
38.5834,-119.516,39.38
37.7415,-121.1309,43.87
37.5026,-122.2252,16.63
36.593,-121.8381,57.71
34.2097,-118.2002,41.15
37.1341,-122.1272,45.94
39.6427,-120.2155,76.38
34.2104,-117.1147,77.38
36.9583,-121.7805,91.97
37.0633,-119.361,1.93
40.206,-121.1575,34.17
34.4398,-117.5248,59.23
33.9617,-117.5802,73.6
35.048,-120.5759,43.69
38.7657,-123.5281,68.5
33.7554,-118.3636,55.72
36.5744,-119.6157,39.29
34.084,-118.1355,6.16
36.1168,-118.8345,42.79
41.7855,-122.0083,19.93
33.1347,-117.0722,37.12
37.9056,-122.5186,41.15
39.1954,-121.1942,7.63
33.7272,-117.3998,18.7
33.8949,-118.1956,94.77
37.9485,-122.5247,27.38
36.8771,-121.6404,4.25
34.2783,-119.2932,27.4
35.7701,-117.3967,12.51
38.4993,-121.452,77.8
34.8633,-116.8881,25.19
36.977,-121.9176,20.54
36.0898,-119.205,53.35
35.6546,-117.8213,49.31
33.8789,-117.3686,8.38
37.1324,-121.641,56.39
33.7434,-116.2874,18.26
34.25,-117.3259,13.87
33.592,-117.6992,58.07
35.0323,-120.499,69.73
33.7112,-116.7248,95.01
36.4927,-119.3358,27.95
34.1548,-117.3482,16.21
36.5434,-119.2903,80.12
39.2322,-123.197,38.39
39.6357,-123.7831,40.31
38.6841,-119.8224,81.42
36.5857,-121.9439,26.87
41.4621,-122.4259,40.12
38.3956,-122.3669,67.76
33.355,-115.7306,7.87
32.7398,-116.9434,92.18
33.9631,-118.1829,25.64
35.8344,-118.6166,43.54
38.4426,-121.9814,12.2
36.8799,-120.1147,69.45
38.6875,-121.4417,73.84
33.7648,-117.1572,40.48
38.4382,-120.8565,81.89
34.0326,-118.1691,26.02
36.3886,-119.2202,14.1
41.3096,-122.8014,37.25
39.0938,-120.9532,24.37
33.938,-118.3585,21.28
39.3622,-121.6971,72.4
37.328,-119.5666,95.44
38.0041,-122.5497,91.14
35.3718,-117.642,20.7
34.2353,-117.1792,14.27
40.6636,-122.9261,39.46
38.0274,-122.5583,11
37.9197,-122.3025,83.85
37.7161,-121.8964,14.64
36.0661,-119.1429,94.47
34.6833,-118.4589,26.49
40.0334,-121.003,7.58
34.4155,-118.4992,57.07
35.233,-118.6103,76.09
36.5316,-120.0982,91.66
36.204,-120.0961,11.77
37.7938,-121.227,84.04
35.368,-117.6607,51.82
39.791,-122.5283,15.61
38.4744,-121.319,20.47
37.5199,-122.3439,33.8
37.7562,-122.443,59.25
37.6283,-121.9122,90.14
39.7403,-120.565,46.19
37.4221,-122.259,9.6
34.2819,-119.1453,50.29
36.4169,-120.6743,45.94
35.5523,-121.0847,38.05
32.8273,-116.8381,81.99
41.4898,-120.5516,45
37.9413,-122.485,24.31
38.5085,-121.0716,67.55
35.8096,-118.6704,45
38.2561,-119.2123,94.69
33.7309,-117.8106,59.43
34.2572,-118.9962,48.31
38.7856,-119.8009,10.9
38.4937,-122.7734,11.17
35.8283,-117.3317,10.07
36.1438,-119.0612,77.62
32.7316,-116.9766,94.26
38.4511,-123.1204,15.96
39.4767,-121.5439,44.83
38.0252,-122.0278,82.74
40.591,-122.4797,94.83
33.7366,-117.8819,33.21
41.2099,-121.1544,22.4
40.276,-123.6364,62.15
38.8672,-121.7055,77.7
38.7777,-119.8218,12.13
34.4114,-118.5401,12.85
37.8408,-121.9565,79.39
37.4754,-122.2035,56.95
33.8784,-117.5116,88.62
39.4029,-122.0212,33.5
34.634,-120.1156,47.37
40.9007,-122.3924,64.27
37.9884,-122.595,51.58
33.9244,-117.2045,89.91
33.9179,-116.4796,40.78
38.8103,-119.8033,59.69
39.0392,-122.9218,39.17
33.6625,-117.5903,9.8
38.6229,-122.8651,71.07
37.9929,-121.6951,87.47
36.3179,-119.7054,77
40.5179,-121.6778,64.43
33.4498,-117.6103,27.78
37.4687,-122.4383,96.81
40.7277,-122.0792,9.89
37.9085,-122.542,63.33
33.7341,-116.9969,72.43
37.2288,-120.254,5.8
34.1222,-117.5981,17.93
36.326,-119.654,57.11
39.269,-123.2023,81.66
37.1283,-119.6943,97.1
34.1818,-118.2468,26.21
37.0255,-121.8559,25.23
38.1692,-121.3113,28.19
40.8813,-123.9931,93.69
33.9244,-117.9887,99.77
37.6792,-122.1038,74.09
35.0809,-120.5451,8.65
37.5894,-121.8854,43.17
34.4533,-119.7126,65.72
36.4377,-119.9322,42.48
37.8898,-122.3018,59.66
34.065,-117.5864,66.77
39.319,-123.1123,43.49
37.8766,-122.0511,72.76
40.741,-123.2559,84.62
38.1508,-121.1554,24.58
38.5556,-121.5504,33.18
40.1401,-120.1778,54.61
39.3204,-121.4038,18.71
38.2662,-120.9866,34.35
40.001,-122.4418,30.44
33.1803,-116.7692,11.12
39.7007,-121.5147,51.72
38.4683,-123.0147,8.43
39.2788,-121.6624,19.01
35.6369,-118.367,53.12
37.8723,-122.276,55.08
36.6812,-121.7894,39
39.0378,-121.0642,60.64
37.3672,-122.1391,30.73
39.2703,-123.7817,3.52
36.5711,-121.5103,15.1
39.6332,-122.1898,58.08
33.2761,-117.1942,43.68
37.4663,-122.2675,72.54
34.8621,-120.2943,75.37
40.2146,-121.1762,81.11
39.2138,-120.8033,87.96
38.2436,-122.956,65.28
40.1614,-123.6157,42.45
35.8061,-118.652,35.21
40.8146,-124.1893,47.96
37.7145,-121.087,0.34
35.8628,-120.804,50.66
35.2671,-120.6689,89.43
37.3247,-120.8497,81.62
35.8188,-117.8755,29.52
40.3254,-124.287,48.09
38.675,-121.0489,65.42
33.2823,-116.6336,53.06
38.2977,-122.3011,49.33
34.0829,-117.972,50.61
39.8952,-121.6705,61
38.0288,-121.6404,34.14
34.1161,-117.889,85.57
32.9681,-116.9117,12.22
37.2965,-120.3789,43.26
41.1385,-122.3178,11.04
38.532,-121.9781,3.92
37.8189,-118.4844,75.04
38.1327,-121.8708,42.48
34.0607,-117.1113,13.09
33.9683,-118.0706,7.33
34.508,-120.229,85.92
38.5552,-121.7365,75.43
40.3049,-121.0044,61.68
33.8885,-118.335,77.49
35.8997,-120.4327,29.71
39.5218,-122.0139,26.19
33.9278,-117.9513,15.44
37.8919,-122.1188,94.04
35.1337,-119.4711,46.91
34.1247,-117.5664,61.68
39.1302,-123.7178,50.57
34.6861,-120.4404,49.51
33.8611,-114.8022,47.65
34.6097,-117.8339,24.36
33.7036,-116.3396,61.29
35.6183,-121.1374,25.02
34.4594,-120.3582,90.49
40.2943,-123.3483,50.45
40.4307,-123.9698,23.78
32.845,-116.932,7.38
36.9941,-121.7892,93.93
36.6033,-119.9092,22.28
37.7092,-122.0632,84.53
33.6151,-117.8669,43
41.8429,-123.9733,37.96
39.9284,-122.4461,96.65
38.8003,-122.5505,39.71
37.4085,-120.8502,13.39
38.3675,-121.4616,34.2
40.7653,-124.1786,4.24
41.6406,-122.526,90.11
40.6969,-122.8225,22.19
33.9797,-116.9694,52.31
33.9801,-118.1798,91.61
33.2387,-115.5146,27.03
34.436,-119.8596,22.45
32.856,-116.904,34.52
39.0633,-120.1438,25.13
33.9745,-118.2481,21.44
37.421,-120.6556,69.01
41.8629,-120.1589,40.85
35.1204,-120.6199,48.14
39.4048,-123.3494,6.73
39.1241,-121.5421,65.43
36.5663,-121.9466,82.34
34.0058,-118.3968,55.06
34.23,-117.2628,76.32
33.0474,-116.8767,98.65
38.6948,-121.288,18.3
35.8876,-119.4873,38.51
39.6314,-121.4052,39.41
36.6089,-119.7526,84.43
37.1058,-122.1106,86.89
37.4252,-122.1674,79.7
35.1492,-120.6506,95.95
36.4304,-119.8671,88.79
35.2273,-118.8233,31.05
35.1267,-119.4242,36.63
34.0903,-117.8817,48.38
35.2108,-120.606,68.41
33.648,-117.3711,15.23
37.7903,-122.2165,43.94
38.0847,-122.8093,79.69
41.1993,-121.6889,48.09
34.0883,-118.3719,4.75
38.0152,-122.6886,97.84
37.8711,-122.5137,18.66
37.2405,-121.9881,61.02
41.646,-120.2255,92.24
36.5399,-119.845,79.21
38.8026,-120.8946,56.99
34.845,-118.8992,96.41
34.0123,-117.9041,99.17
33.9989,-118.3426,36.94
39.2256,-123.7564,1.38
38.3488,-122.9711,58.26
34.0483,-117.2309,53.83
34.0631,-117.1217,46.46
36.9772,-121.9538,44.21
35.1293,-119.4575,57.74
38.6587,-119.5274,98.23
35.7309,-120.8702,4.92
39.7574,-121.815,30.1
37.6898,-122.4019,55.34
40.7888,-124.1286,77.39
33.8285,-117.1233,26.51
36.5001,-120.3164,51.03
39.4132,-121.7101,5.17
33.9992,-117.8161,45.85
34.3714,-119.3065,84.56
33.7146,-117.0775,56.48
33.7787,-117.9601,98.93
33.888,-118.1271,53.02
34.4235,-119.5568,14.23
33.5909,-117.5095,11.51
38.266,-120.3408,2.48
37.5522,-122.3122,82.92
39.3657,-121.2127,85.38
37.774,-121.5452,61.17
33.2247,-117.3083,59.76
41.7093,-123.4503,37.88
32.8312,-117.1226,26.65
37.6199,-120.9827,66
37.2563,-121.9289,96.71
33.7871,-118.3976,97.43
38.7166,-123.4528,41.21
37.3018,-121.8485,56.9
38.8478,-121.1699,83.02
36.9402,-121.7953,72.72
32.7387,-115.9675,3.02
38.314,-121.1596,1.39
37.2507,-122.3725,67.55
38.7405,-121.8093,95.08
33.3617,-117.0696,16.15
39.6633,-120.4436,39.9
38.9393,-119.9828,2.23
33.1246,-117.2837,82.92
33.0217,-117.2811,51.63
34.0512,-117.171,33.15
36.8064,-121.6555,25.32
36.8278,-119.6841,19.72
40.8513,-124.1631,11.09
38.4464,-122.1945,78.58
39.1266,-122.8525,74.12
33.0681,-117.3034,75.2
38.2509,-120.5119,21.5
37.7909,-121.885,0.26
37.4,-122.0796,49.42
34.2539,-117.1648,78.35
37.8163,-121.3127,87.8
34.2486,-117.289,95.27
37.9637,-121.2296,94.89
35.8863,-118.6561,47.56
39.3454,-120.1848,27.55
36.5922,-121.8807,59.45
41.5468,-124.0665,99.46
38.4354,-120.5848,89.58
37.3716,-117.9851,88.83
35.8268,-118.6354,39.41
35.3023,-118.9143,40.28
34.1962,-119.1819,15
34.5578,-115.7444,45.34
36.4716,-119.1223,52.67
33.7378,-115.3666,7.96
38.2096,-121.1551,78.39
37.9481,-122.5497,23.44
37.6914,-122.4811,66.11
40.4202,-121.854,69.05
38.7412,-120.6815,59.83
37.9403,-121.9301,77.88
39.3042,-122.5059,12.69
40.7166,-122.6312,1.21
37.3854,-120.6173,92.91
38.3126,-122.4888,43.19
36.4124,-119.0998,26.49
32.8189,-116.9479,80.77
39.0657,-123.4452,29.86
37.8703,-120.4443,86.04
33.818,-117.8103,11.19
38.4384,-122.4067,4.28
38.5454,-120.7475,77.96
40.4752,-122.6181,23.26
41.5133,-122.5215,6.55
39.7422,-122.0125,70.17
36.344,-119.7075,67.87
33.8333,-117.2852,47.18
40.8704,-123.9584,8.41
33.8574,-118.3766,76.61
36.506,-121.443,4.81
39.7461,-122.1855,93.54
36.9646,-121.9896,89.36
33.9902,-118.0888,21.04
36.1284,-121.0217,45.38
33.8002,-117.9935,35.03
34.1914,-118.8755,80.87
39.0218,-122.6593,49.38
40.0275,-120.1173,74.7
34.0538,-117.3254,79.62
37.2966,-120.4177,28.63
37.4519,-120.7037,82.98
35.4803,-119.2009,78.36
33.8677,-118.0686,89.63
39.6768,-120.2448,47.42
40.893,-121.1781,19.41
34.4976,-117.347,73.72
38.6666,-120.9371,43.75
34.0714,-117.6981,78.32
35.4788,-119.2771,53.74
34.7111,-120.4623,8.84
37.1616,-121.9879,89.13
37.5449,-120.706,42.45
35.1647,-119.4584,91.51
37.6527,-122.1336,92.59
40.3789,-120.5846,2.6
33.7606,-116.7378,58.44
34.1617,-119.2036,57.91
35.5086,-121.0227,61.52
41.3762,-123.4762,80.78
38.1617,-121.6051,68.64
40.3409,-121.9174,32.74
40.4774,-124.1032,96.51
34.1259,-117.7153,18.46
41.8663,-124.1526,83.13
33.9836,-117.6653,92.29
32.8439,-116.7585,29.29
36.6212,-119.3187,34.26
35.0472,-116.1656,17.42
36.765,-121.7535,5.4
37.7105,-120.1991,13.35
39.2237,-121.0521,31.66
32.7489,-116.9809,29.41
33.997,-117.9728,51.25
39.3204,-120.4386,48.31
39.8048,-120.5883,34.68
38.4074,-120.6606,94.6
37.9642,-122.3711,55.94
37.0782,-122.0882,49.34
38.1664,-120.4052,73.49
36.7136,-119.7609,39.87
37.5216,-120.4386,17.47
37.2658,-122.3007,56.93
33.5484,-117.7542,73.62
33.8807,-117.8553,9.1
40.1003,-123.7948,4.96
38.7309,-120.7979,40.79
37.0466,-120.6393,15.58
34.0311,-117.1075,98.26
39.4313,-121.5226,65.87
38.8759,-121.2916,1.46
36.4866,-119.255,89.06
33.8656,-117.8309,71.28
35.4838,-117.6353,24.11
41.5089,-120.5507,13.68
40.2666,-123.8737,73.28
40.451,-122.2962,18.19
38.895,-121.0778,74.03
33.8884,-118.3531,56.4
34.1931,-117.3675,87.77
37.3494,-122.1994,29.69
37.0392,-122.0804,91.64
33.7523,-117.9938,26.29
32.7628,-116.9611,14.46
41.0967,-121.1816,94.51
32.7784,-116.9884,43.49
37.4738,-121.1438,37.25
33.8011,-117.1414,70.41
34.0312,-117.3132,98.54
36.8689,-121.7317,54.79
38.3057,-120.7061,45.46
35.2439,-119.6039,59.46
37.1101,-122.0523,93.86
36.2702,-121.8075,85
38.969,-121.356,66.47
39.2571,-120.711,21.98
37.5613,-118.6812,31.46
39.3761,-121.4117,73.86
38.0068,-122.6634,21.61
34.4075,-118.7999,26.93
39.9663,-123.7953,42.32
36.2082,-119.0897,18.01
39.249,-120.0201,78.27
34.0786,-118.4021,94.83
37.603,-122.0187,95.05
35.8112,-118.6365,50.65
40.3904,-122.2861,91.77
40.2561,-122.2095,35.61
35.9891,-119.476,19.39
40.8901,-123.5845,34.32
37.3665,-118.3958,72.38
35.951,-116.3056,67.46
36.2474,-119.0903,82.71
32.8551,-116.8525,5.78
34.1208,-117.7702,64.48
41.5322,-124.0063,59.7
38.4153,-122.5387,29.09
34.1231,-116.4215,95.79
36.0525,-118.937,23.57
36.8274,-118.2132,39.45
36.8019,-121.7872,60.07
38.6713,-121.3721,66.68
37.5531,-119.9485,21.07
34.2536,-116.7903,88.26
35.6254,-119.6789,35.17
34.4427,-116.9021,74.24
34.816,-114.6192,9.41
32.6906,-116.3345,85.15
41.0802,-122.7136,55.24
39.9065,-121.5361,54.67
40.6134,-122.4606,6.31
41.4468,-122.3634,54.56
36.2166,-121.133,29
34.2297,-117.225,92.83
32.6678,-117.0728,87.37
38.325,-123.0308,38.75
41.2909,-124.0692,81.3
32.7624,-116.9197,47.03
37.1324,-120.4985,26.26
40.5579,-124.0822,94.35
33.7589,-117.782,91.61
34.1198,-118.0807,43.48
34.5044,-118.316,44.99
36.3273,-119.3264,60.06
36.4311,-119.7979,23.26
37.9939,-122.3188,59.82
36.8082,-121.3623,42.42
34.4818,-118.6317,55.96
33.232,-117.3236,30.07
37.7071,-122.1601,3.94
37.9393,-122.5313,39.64
33.946,-116.8991,72.64
39.8101,-120.4969,56.34
40.7185,-122.3262,4.45
38.0186,-121.0994,67.29
32.9871,-117.0201,50.94
40.0587,-120.8386,26.25
37.9177,-122.7095,91.15
36.7904,-121.3106,76.35
37.5444,-121.2035,85.95
34.52,-115.5128,22.15
34.1139,-118.4068,9.88
34.012,-117.4334,32.42
39.4937,-121.7507,0.45
34.352,-119.0698,95.97
40.2578,-121.147,76.25
32.6394,-116.4744,3.74
37.2036,-119.2486,94
33.9175,-117.1578,98.91
37.4067,-118.5819,62.61
33.8912,-116.3551,17.56
36.5453,-119.3989,36.38
37.0402,-120.1535,86.6
37.6374,-121.0028,48.81
39.9165,-120.9189,53.43
33.9025,-118.0093,71.17
38.3613,-120.9423,29.12
38.1762,-121.7034,53.57
37.3694,-121.824,66.01
37.3646,-121.9679,83.96
36.9016,-121.7417,51.06
34.2461,-117.2098,83.54
40.7657,-124.1446,56.14
36.5656,-119.7405,60.66
38.082,-122.8471,51.22
38.3005,-122.6707,92.13
38.2975,-122.4915,82.24
33.4733,-117.6969,1.15
36.6944,-119.2,52.89
33.7899,-117.2233,1.34
36.7286,-121.2785,73.68
38.348,-122.6964,15.3
34.1934,-118.1355,83.68
38.0384,-120.234,89.65
33.7451,-117.9849,72.93
37.3875,-120.7248,3.4
36.3595,-119.0721,46.53
38.7153,-121.361,30.25
38.6867,-121.3475,48.74
32.9975,-115.0719,42.38
34.1377,-118.0776,89.47
37.9985,-122.116,54.77
37.0971,-119.3245,87.55
39.4668,-120.8411,79.48
33.9566,-118.3444,36.79
32.8375,-115.5719,6.02
35.9747,-118.5409,38.8
35.2476,-116.6834,21.05
36.5774,-118.0777,83.43
41.925,-124.1493,58.64
37.7625,-121.9365,11.76
36.5529,-121.9222,12.16
33.6884,-117.2621,77.31
36.1432,-120.3266,11.95
36.0585,-119.313,99.89
38.3743,-123.072,36.86
35.127,-118.475,36.03
34.5936,-120.1401,86.84
38.0661,-120.2737,23.4
40.3596,-122.8947,18.45
36.9854,-120.6337,31.74
39.0741,-121.8988,23.9
38.5741,-121.383,78.95
34.0323,-117.9533,5.74
34.7961,-118.8526,72.23
37.0875,-120.9235,90.67
39.0374,-120.9724,3.15
33.7886,-118.0803,70.92
36.3054,-119.2082,76.86
38.4376,-122.866,81.17
34.0603,-117.4015,22.02
39.7982,-120.6645,58.6
34.0493,-118.0484,18.54
40.1634,-120.3686,52.66
36.0847,-119.5612,37.75
36.4338,-119.6916,70.76
37.312,-121.9356,85.35
34.5232,-117.9808,62.83
37.2526,-119.7,83.16
39.5237,-120.0163,92.28
38.5091,-120.7605,88.08
38.0054,-121.334,25.41
34.151,-118.7608,69.31
38.247,-122.9054,25.77
38.2141,-121.2675,69.64
35.8944,-119.0456,72.47
37.8127,-120.0653,2.69
38.4456,-120.6306,1.01
34.05,-118.1828,27.83
36.4434,-121.3431,91.03
39.6232,-121.7874,18.73
34.9178,-120.5149,93.71
40.8789,-123.5132,97.25
36.3827,-119.0245,42.22
38.8356,-122.723,69.71
39.8241,-120.4733,74.24
39.574,-120.6297,26.74
34.4956,-118.1857,36.44
36.4856,-119.2247,63.47
39.1404,-121.9079,83.12
38.4216,-122.7297,27.96
41.8898,-121.3675,23.56
33.9873,-117.0542,24.4
39.5324,-121.1666,65.88
35.2769,-116.0718,10.02
35.4827,-120.6858,35.05
40.1419,-120.1399,48.2
40.3017,-121.2339,72.3
37.5482,-119.6395,26.09
39.4732,-121.2691,39.39
38.2671,-121.3034,55.36
35.3583,-117.6167,39.71
34.0117,-117.3834,16.8
34.1236,-116.3128,27.95
35.1241,-120.5845,57.62
35.1578,-117.872,28.53
37.8121,-121.9698,19.66
41.8103,-123.3892,8.21
39.4999,-121.5634,6.91
33.696,-118.0025,43.24
36.9608,-121.9641,96.26
38.0838,-120.5619,69.53
39.9361,-121.2959,37.81
38.1978,-120.9586,20.21
34.1145,-118.7779,55.87
40.1336,-120.9454,22.55
37.9628,-122.3425,63.5
33.7542,-118.0714,8.74
36.1996,-119.34,15.27
34.4255,-119.5893,80.34
38.8126,-123.5704,69.54
38.8916,-120.9849,91.59
33.7626,-116.4273,39.3
35.6781,-119.2414,24.48
41.4582,-122.8947,62.25
39.0141,-122.0611,1.01
40.0722,-122.1573,81.87
33.6607,-117.6712,83.02
35.3887,-119.2058,57.53
34.4284,-119.2853,5.64
34.1113,-117.1653,72.54
38.8349,-121.0144,41.48
40.561,-123.1299,97.3
38.2902,-122.4598,54.24
33.6147,-117.5664,89.34
36.5242,-119.5608,37.71
37.3149,-122.003,37.89
36.4638,-118.6507,9.55
40.027,-122.0981,38.95
40.0218,-122.1269,18.04
32.5948,-117.0645,81.09
36.0312,-120.116,58.92
36.4697,-118.9184,29.43
35.1779,-119.5472,38.41
37.3826,-121.8137,43.77
35.3681,-120.8482,7.51
36.2689,-117.589,83.22
35.0935,-118.6477,0.6
34.9421,-119.6806,52.13
41.2254,-120.5034,90.6
34.4,-118.9504,53.65
35.0164,-117.6659,48.36
37.6328,-122.0772,69.32
37.8799,-121.2803,46.03
40.5799,-124.2619,55.72
33.9716,-117.8911,20.92
39.1357,-121.6381,66.88
32.6453,-117.0517,41.67
37.3571,-118.4542,46.05
38.8274,-122.1985,2.38
38.092,-122.5576,79.49
35.3147,-117.6092,8.69
39.575,-120.3638,22.51
36.2704,-118.0015,45.99
32.7703,-117.0204,58.87
34.0155,-118.1108,52.51
40.1699,-121.0769,3.86
